year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
2024,69,แพทย์คนหนึ่งเป็นผู้อำนวยการโรงพยาบาลมีความตั้งใจที่จะพัฒนาโรงพยาบาลเป็นอย่างมาก โดยต้องการที่จะสร้างอาคาร ซึ่งต้องใช้ไม้ในการก่อสร้างมูลค่า 1 ล้านบาท แต่มีเพื่อนมาเสนอว่าอยากช่วยเหลือโรงพยาบาล จึงเสนอว่าตนสามารถหาไม้จากประเทศเพื่อนบ้านราคาเพียง 3 แสน แพทย์ท่านนี้ควรพิจารณาเรื่องใด,"(1) ถ้าประหยัดเงินส่วนนี้ไปได้ ก็เอาเงินไปพัฒนาอย่างอื่นได้อีกมิใช่หรือ
(2) แพทย์ผู้นี้ ควรละอายต่อการกระทำ ที่ส่งเสริมการตัดไม้ทำลายป่า
(3) การลักไม้ผิดกฎหมาย
(4) เพื่อประโยชน์ต่อส่วนรวมก็ควรทำมิใช่หรือ
(5) ไม่ทำ เพราะกลัวโดนตรวจสอบได้และต้องออกจากตำแหน่ง
",(3) การลักไม้ผิดกฎหมาย,True,True,True,Ethics
2024,70,หากท่านเป็นผู้อำนวยการของโรงพยาบาลประจำอำเภอ เนื่องจากโรงพยาบาลของท่านถูกกระทรวงสาธารณสุขตัดงบประมาณ เนื่องจากจำเป็นต้องนำเอางบประมาณลงไปช่วยพื้นที่น้ำท่วม ทำให้สถานะทางการเงินของโรงพยาบาลท่านอยู่ในช่วงวิกฤติ บังเอิญว่ามีธนาคารเอกชนมาเสนอท่านว่า หากทาบัตรประจำตัวผู้ป่วยให้เป็นบัตร ATM ไปเลยในตัว โรงพยาบาลของท่านจะได้รับเงินสนับสนุนจากธนาคาร หากท่านเป็นผู้อำนวยการโรงพยาบาลจะมีหลักพิจารณาอย่างไร,"(1) เป็นประโยชน์แก่โรงพยาบาลหรือธนาคารมากกว่ากัน
(2) ไม่อนุญาต เพราะอาจเป็นการละเมิดสิทธิของผู้ป่วย
(3) เป็นช่องทางการเงินที่ชอบธรรมหรือไม่
(4) เงินสนับสนุนที่ได้ สามารถนำมาช่วยเหลือผู้ป่วยในโรงพยาบาลได้อีกมากมิใช่หรือ
(5) ปัจจุบันต้องยอมรับว่า บางครั้งธุรกิจกับการแพทย์ก็จำเป็นต้องพึ่งพาซึ่งกันและกัน
",(2) ไม่อนุญาต เพราะอาจเป็นการละเมิดสิทธิของผู้ป่วย,True,True,True,Ethics
2024,71,ระหว่างโดยสารเครื่องบินไปประเทศฟินแลนด์ นายอีริคนั่งข้างเด็กหญิงอายุห้าขวบคนหนึ่ง โดยอีกข้างของเด็กหญิงเป็นหน้าต่าง เมื่อผ่านไปได้ 1 ชั่วโมงหลังจากเครื่องขึ้น เขาก็หันไปเพื่อที่จะพูดคุยกับเด็กหญิงซึ่ง เขาพบว่าเด็กหญิงได้หลับไปแล้ว เขาจึงอ่านนิตยสารต่อไป ต่อมานักบินได้ประกาศว่าเกิดเหตุฉุกเฉิน และ มีหน้ากากออกซิเจนหล่นลงมาให้ผู้โดยสารใส่ โดยต้องใส่อย่างเร่งด่วน ในเหตุการณ์เช่นนี้ นายอีริคควรปฏิบัติตัวอย่างไร,"(1) ลุกขึ้นตะโกนบอกให้ผู้โดยสารคนอื่น ๆ ใส่หน้ากากออกซิเจน
(2) รีบปลุกเด็กผู้หญิงเพื่อให้ใส่หน้ากากออกซิเจน
(3) ใส่หน้ากากออกซิเจนให้เด็กหญิงเลย
(4) รีบใส่หน้ากากออกซิเจนให้ตนเอง
(5) ลุกขึ้นหยิบสัมภาระเพื่อเตรียมอพยพ
",(4) รีบใส่หน้ากากออกซิเจนให้ตนเอง,True,True,True,Ethics
2024,72,หากท่านเป็นแพทย์ที่โรงพยาบาลแห่งหนึ่ง ท่านได้รับโทรศัพท์จากพยาบาลที่ห้องฉุกเฉินว่ามีผู้ป่วยประสบอุบัติเหตุรถชนอาการสาหัส และขณะนั้นไม่มีแพทย์เวรอยู่เลย ท่านจึงรีบวิ่งกลับไปยังห้องฉุกเฉิน แต่ บังเอิญว่า ขณะนั้น เวลา 08.00 น. ซึ่งมีเสียงเพลงชาติดังขึ้น ท่านจะทำอย่างไร,"(1) วิ่งกลับไปยังห้องฉุกเฉิน อย่างไม่สนใจเพลงชาติ
(2) วิ่งกลับไป แต่เลือกเส้นทางที่ไม่มีใครเห็น
(3) โทรบอกพยาบาลว่าติดเคารพธงชาติอยู่
(4) ยืนตรงเคารพธงชาติจนกว่าเพลงจะจบ
(5) กฎหมายกล่าวไว้ว่าอย่างไร เรื่องการเคารพธงชาต์
",(2) วิ่งกลับไป แต่เลือกเส้นทางที่ไม่มีใครเห็น,True,True,True,Ethics
2024,73,ข้าราชการชั้นผู้ใหญ่ท่านหนึ่ง มีประวัติดีมาตลอด ต้องการพักร้อนยาว จึงขอให้ท่านเขียนใบรับรองแพทย์ ให้หยุดพัก อีกทั้งข้าราชการท่านนี้เคยมีบุญคุณกับครอบครัวท่านเป็นอย่างมาก ท่านจะทำอย่างไร,"(1) ระหว่างบุญคุณกับความถูกต้องสิ่งไหนมาก่อน
(2) จรรยาบรรณทางการแพทย์เป็นสิ่งที่สำคัญที่สุดมิใช่หรือไม่
(3) มันเป็นเรื่องที่ถือว่าเป็นเรื่องปกติของสังคมไทยมิใช่หรือ
(4) การตอบแทนบุญคุณบุคคลอื่นมีได้หลายวิธีมิใช่หรือ
(5) อาจถูกตราหน้าว่าเนรคุณคนใช่หรือไม่
",(2) จรรยาบรรณทางการแพทย์เป็นสิ่งที่สำคัญที่สุดมิใช่หรือไม่,True,True,True,Ethics
2024,74,หากท่านเป็นหนึ่งในทีมตำรวจที่เข้าจับกุมผู้ต้องหาคดีค้ายาเสพติด แต่ผู้ต้องหาไม่รับสารภาพ ท่านให้หัวหน้าชุดจับกุมซ้อมผู้ต้องหาเพื่อให้รับสารภาพ แต่ผู้บังคับบัญชาไม่พอใจและขู่ว่าหากท่านไม่ปฏิบัติตามจะสั่งย้ายท่านไปในพื้นที่สามจังหวัดชายแดนภาคใต้ ท่านคิดเห็นอย่างไร,"(1) เป็นตำรวจต้องยึดถือความถูกต้องเป็นหลักเสมอ
(2) มอบหมายให้ผู้ใต้บังคับบัญชาของท่านซ้อมผู้ต้องหาแทน เป็นวิธีการที่ดีที่สุดใช่หรือไม่
(3) เป็นผู้พิทักษ์สันติราษฎร์ต้องปฏิบัติตามคำสั่งของผู้บังคับบัญชาอย่างเคร่งครัดมิใช่หรือ
(4) หากไม่ปฏิบัติตาม อาจถูกย้ายออกนอกพื้นที่ได้มิใช่หรือ
(5) ปฏิบัติตาม เพราะหากทาคดีนี้สาเร็จอาจได้พิจารณาตาแหน่งที่สูงขึ้น
",(1) เป็นตำรวจต้องยึดถือความถูกต้องเป็นหลักเสมอ,True,True,True,Ethics
2024,75,บริษัทหนึ่งจะนำเข้าเครื่องบินที่ทันสมัยมาก จุผู้โดยสารได้เยอะ ความคิดใดเกิดประโยชน์มากที่สุด,"(1) ถ้าผู้โดยสารไม่เต็มลำจะไม่คุ้มค่าเที่ยวบินหรือไม่
(2) ภายหน้าบริษัทอื่นก็จะนำเข้าเครื่องบินที่ดีได้เหมือนกัน
(3) จะมีปัญหาว่าน้ำมันหมดกลางทางแล้วเติมไม่ได้หรือไม่
(4) ผู้โดยสารเยอะขึ้นจะมีอันตรายต่อการบินหรือไม่
(5) ประเทศเราเริ่มมีการพัฒนาเทคโนโลยีมากขึ้น
",(4) ผู้โดยสารเยอะขึ้นจะมีอันตรายต่อการบินหรือไม่,True,True,True,Ethics
2024,76,หากท่านเป็นพระสงฆ์ มีหญิงวัยชรา 70 ปี จมน้ำหมดสติ ต้องการช่วยชีวิต แต่ในขณะนั้นไม่มีใครที่มีความรู้ในการช่วยชีวิตเลย ท่านซึงเป็นพระสงฆ์จึงเข้าทำการปฐมพยาบาลเบื้องต้น ข้อใดเป็นประเด็นที่ควรพิจารณามากที่สุด,"(1) ควรละอุเบกขา
(2) เป็นภิกษุไม่ควรถูกตัวผู้หญิงใช่หรือไม่
(3) ชีวิตคนสาคัญกว่าการผิดวินัยสงฆ์ใช่หรือไม่
(4) ผิดต่อบทบาทของตนเองหรือไม่
(5) ทำให้ศาสนาเสื่อมเสียหรือไม่
",(3) ชีวิตคนสาคัญกว่าการผิดวินัยสงฆ์ใช่หรือไม่,True,True,True,Ethics
2024,77,มีแพทย์คนนึงจะสั่งยารักษาโรค มีให้เลือก 2 บริษัท คือ บริษัท EL (นำเข้า) และบริษัท ยาดี ของไทย ประสิทธิภาพของ บริษัท EL ดีกว่าของ บริษัท ยาดี แต่แพงกว่ามาก แพทย์คนนี้เลือกยาบริษัท EL ในการรักษาผู้ป่วย คนจากบริษัท EL ตอบแทนโดยการพาไปกินข้าวที่ร้านอาหารและเข้าร่วมสัมมนาต่างประเทศ ประเด็นใดควรพิจารณา,"(1) ยา บริษัท EL มีประสิทธิภาพดีกว่าไม่ใช่หรือ
(2) ควรเลือกบริษัทยาที่ผลิตในไทยไม่ใช่หรือ
(3) การให้ประโยชน์ต่อแพทย์จะมีผลต่อการตัดสินใจของแพทย์
(4) แพทย์ได้รับผลประโยชน์จริงหรือเปล่า
(5) คนไข้และประเทศชาติได้ผลประโยชน์สูงสุดจริงหรือ
",(3) การให้ประโยชน์ต่อแพทย์จะมีผลต่อการตัดสินใจของแพทย์,True,True,True,Ethics
2024,78,แพทย์พาณิชย์ หมายถึงข้อใด,"(1) แพทย์ที่ทำงานในโรงพยาบาลเอกชนเป็นหลัก
(2) แพทย์ที่จบจากมหาวิทยาลัยเอกชน
(3) แพทย์ที่เปิดกิจการหรือคลินิกของตนเอง โดยคิดค่ายาแพงกว่าโรงพยาบาล
(4) แพทย์ที่ส่งตรวจด้วยเครื่องมือที่มีราคาแพงโดยไม่จำเป็น
(5) แพทย์ที่ตรวจผู้ป่วยต่างชาติ และคิดค่าแพทย์ราคาสูง
",(4) แพทย์ที่ส่งตรวจด้วยเครื่องมือที่มีราคาแพงโดยไม่จำเป็น,True,True,True,Ethics
2024,79,หากท่านเป็นแพทย์ที่ตรวจคนไข้มาตั้งแต่แปดโมงเช้าจนขณะนี้เป็นเวลาบ่ายสามโมง ท่านยังไม่ได้รับประทานอาหารเลย เนื่องจากคนไข้มีจำนวนมาก ท่านจึงตัดสินใจที่จะพักการตรวจเพื่อไปรับประทานอาหาร แต่คนไข้รายหนึ่งก็เข้ามาหาท่านเพื่อขอตรวจก่อน เนื่องจากรอมาตั้งแต่หกโมงเช้าแล้ว ท่านควรทำอย่างไร,"(1) ตรวจคนไข้รายนี้อีกครั้งเพราะสถานการณ์ด่วน
(2) ตรวจคนไข้รายนี้อีกครั้งและติดต่อพยาบาลเพื่อให้ความช่วยเหลือให้กับคนไข้อื่น ๆ ในระหว่างนี้
(3) บอกว่าจะรีบไปรับประทานอาหารเนื่องจากเลยเวลาพักเที่ยงมานานแล้ว และจะกลับมาตรวจในอีกครึ่งชั่วโมง โดยขอให้คนไข้รอ
(4) หากตรวจคนไข้รายนี้อีก ควรแจ้งให้คนอื่น ๆ ทราบเพื่อไม่ให้เกิดความสับสน
(5) อบรมคนไข้เรื่องนี้และแนะนำว่าไม่ควรทำแบบนี้ในอนาคต
",(1) ตรวจคนไข้รายนี้อีกครั้งเพราะสถานการณ์ด่วน,True,True,True,Ethics
2024,80,ผู้อำนวยการโรงพยาบาลต้องการส่งเสริมด้านจริยธรรมให้แก่บุคลากรในโรงพยาบาล ถามว่าสถานการณ์ใดที่สื่อถึงปัญหาดังกล่าวได้ชัดเจนที่สุด:,"(1) พนักงานก เดินข้ามถนนหน้าโรงพยาบาลโดยไม่ใช้สะพานลอยทุก ๆ วัน
(2) พนักงานข สูบบุหรี่ในห้องทำงานของตน ทั้ง ๆ ที่โรงพยาบาลเป็นเขตปลอดบุหรี่
(3) พนักงานค เป็นพนักงานที่ปฏิบัติหน้าที่ดีมาตลอด แต่ชอบแอบใช้เครื่องใช้ในส่วนตัวในเวลาทำงาน
(4) พนักงานง ชอบลัดคิวการเข้ารักษาให้กับคนรู้จักของตนเอง
(5) พนักงานจ ชอบนั่งคุยโทรศัพท์เวลาทำงาน
",(2) พนักงานข สูบบุหรี่ในห้องทำงานของตน ทั้ง ๆ ที่โรงพยาบาลเป็นเขตปลอดบุหรี่,True,True,True,Ethics
2024,81,ปัจจุบันมีกลุ่มบุคคลที่อ้างตัวเป็นนักศึกษาแพทย์ ได้จัดทาหนังสือเฉลยข้อสอบวิชาจริยธรรมแพทย์ของ กสพท. ออกมาจำหน่าย ซึ่งเนื้อหาที่ได้เฉลยนั้นไม่ถูกต้องตามจุดประสงค์ที่แท้จริงของผู้ที่จัดทาข้อสอบ ทำให้มองว่าข้อสอบไม่สามารถวัดจริยธรรมได้ ประเด็นใดควรพิจารณามากที่สุด:,"(1) ส่งผลต่อค่านิยมที่สังคมมีต่อวิชาชีพแพทย์ ใช่หรือไม่
(2) ผู้จัดทาหนังสือเห็นแก่ประโยชน์ส่วนตัวมากกว่าส่วนรวม ใช่หรือไม่
(3) สร้างความเดือดร้อนให้ผู้อื่น
(4) ทาให้ผู้อ่านเข้าใจวัตถุประสงค์ของข้อสอบผิดไป ใช่หรือไม่
(5) ควรจะทาอย่างไรเพื่อกาจัดปัญหาเหล่านี้ให้หมดไป
",(4) ทาให้ผู้อ่านเข้าใจวัตถุประสงค์ของข้อสอบผิดไป ใช่หรือไม่,True,True,True,Ethics
2024,82,แพทย์คนใดควรได้รับการยกย่องมากที่สุด:,"(1) แพทย์ดีเด่นแห่งชาติ
(2) แพทย์ที่เป็นเลิศด้านวิชาการ
(3) แพทย์ที่เลี้ยงดูพ่อแม่อย่างดี
(4) แพทย์ที่มีคนไข้มารักษามากที่สุด
(5) แพทย์ที่พูดจาสุภาพอ่อนโยน
",(3) แพทย์ที่เลี้ยงดูพ่อแม่อย่างดี,True,True,True,Ethics
2024,83,"แพทยสภาได้มีข้อห้ามที่ไม่ให้แพทย์รับสิ่งของจากบุคคลอื่นที่มีมูลค่าเกิน 3,000 บาท ภรรยาของนายแพทย์สง่าซึ่งไม่ได้เป็นแพทย์ได้รับแพ็กเกจนวดหน้ามูลค่า 2,500 บาท จากร้านค้าส่งเครื่องมือแพทย์แห่งหนึ่ง ท่านคิดว่าการกระทำดังกล่าวสมควรหรือไม่อย่างไร:","(1) สมควร เพราะมีมูลค่าไม่เกิน 3,000 บาท
(2) สมควร เพราะไม่ได้เป็นแพทย์
(3) สมควร เพราะเป็นพฤติกรรมปกติในสังคม
(4) ไม่สมควร เพราะอย่างไรเสียก็แต่งงานกับแพทย์
(5) ไม่สมควร เพราะคนอื่นจะมองว่าไม่มีปัญญาซื้อเอง
",(4) ไม่สมควร เพราะอย่างไรเสียก็แต่งงานกับแพทย์,True,True,True,Ethics
2024,84,ยายเมืองออกจากบ้านตั้งแต่ 6 โมงเช้าเพื่อไปรักษาอาการเจ็บคอที่โรงพยาบาล ปรากฏว่าเมื่อถึงเวลาบ่ายโมง ขณะที่กำลังจะได้เข้าไปพบแพทย์ มีผู้ป่วยฉุกเฉินถูกงูกัดถูกนำส่งมายังโรงพยาบาลทำให้แพทย์ซึ่งเป็นแพทย์คนเดียวของโรงพยาบาลจำเป็นต้องลัดคิวเพื่อรักษาผู้ป่วยงูกัดก่อน ทำให้ยายเมืองโกรธมากและเข้าไปต่อว่าแพทย์ท่านนั้น และเดินออกจากโรงพยาบาลเพื่อไปคลินิกที่เปิดใกล้ๆ โดยไม่ยอมฟังคำชี้แจงจากแพทย์ท่านนั้น หากท่านเป็นแพทย์ท่านนั้นก่อนที่จะตัดสินใจรักษาผู้ป่วยงูกัดก่อนยายเมือง ท่านจะทำอย่างไร:,"(1) รักษายายเมืองก่อน ปล่อยให้ผู้ป่วยงูกัดรอต่อไปจนกว่าจะถึงคิว
(2) รักษาผู้ป่วยงูกัดด้วยตนเอง แล้วให้พยาบาลรักษายายเมืองไปพร้อมกัน
(3) รักษาผู้ป่วยงูกัดก่อน แล้วชี้แจงเหตุผลให้ทราบในภายหลัง
(4) รักษาผู้ป่วยงูกัดก่อน โดยรีบชี้แจงเหตุผลให้ทราบในภายหลัง
(5) ส่งผู้ป่วยงูกัดไปโรงพยาบาลจังหวัด เพราะตนเองมีผู้ป่วยมากแล้ว
",(4) รักษาผู้ป่วยงูกัดก่อน โดยรีบชี้แจงเหตุผลให้ทราบในภายหลัง,True,True,True,Ethics
2024,85,ท่านเห็นด้วยกับประโยคที่ว่า การช่วยผู้ป่วยที่สิ้นหวังให้ตายอย่างสงบหรือไม่:,"(1) ไม่เห็นด้วย เพราะขัดต่อศาสนา
(2) เห็นด้วย เพราะหากไม่ทำตามความต้องการของผู้ป่วยอาจถูกฟ้องร้องได้
(3) ไม่เห็นด้วย เพราะผิดจรรยาบรรณแพทย์
(4) เห็นด้วย เพราะเป็นสิทธิของผู้ป่วย
(5) ไม่เห็นด้วย เพราะผิดกฎหมาย
",(3) ไม่เห็นด้วย เพราะผิดจรรยาบรรณแพทย์,True,True,True,Ethics
2024,86,วันหนึ่งผู้ป่วยมะเร็งของท่านท้อแท้หมดหวังที่จะทำการรักษาต่อ ท่านจะทำอย่างไร:,"(1) ให้กำลังใจและยกตัวอย่างผู้ป่วยที่รักษาแล้วอาการดีขึ้น
(2) ยกตัวอย่างผู้ป่วยอาการหนักที่ขาดการรักษา
(3) ให้ญาติพากลับไปดูแลที่บ้าน
(4) ให้พยาบาลช่วยพูดจนยอมรักษา
(5) ยอมยุติการรักษาตามความต้องการของผู้ป่วย
",(1) ให้กำลังใจและยกตัวอย่างผู้ป่วยที่รักษาแล้วอาการดีขึ้น,True,True,True,Ethics
2024,87,ผู้ป่วยระยะสุดท้ายรายหนึ่งได้ทำการรักษามานานหลายปี จนกระทั่งได้ล้มป่วยลงด้วยอาการสมองฝ่อ (frontotemporal hypotrophy) ซึ่งทางทีมแพทย์ก็ได้ใช้ยาผลิตภัณฑ์ตัวใหม่ล่าสุดซึ่งมีราคาแพงมาก เพื่อรักษาอาการผู้ป่วย แต่ต่อมาไม่นานผู้ป่วยก็เสียชีวิตลง ทางญาติผู้ป่วยจึงพากันเรียกร้องค่าเสียหายเนื่องจากยาที่ท่านได้ให้นั้น มีราคาแพงมาก จนทำให้ต้องเป็นหนี้ธนาคารหลายแสนบาท ท่านควรทำอย่างไร:,"(1) ในเมื่อเรารักษาตามหลักการจะผิดได้อย่างไร
(2) เราได้ทำการรักษาดีที่สุดแล้วหรือไม่
(3) ในเมื่อเราไม่ผิด ก็เข้าไปเจอกันในชั้นศาลก็แล้วกัน
(4) ลองกลับไปทบทวนดูว่า ก่อนจะทำการรักษาเราได้ให้ข้อมูลกับญาติดีพอแล้วหรือยัง และมีการบันทึกการรักษาไว้หรือไม่
(5) ยอมจ่ายเงินใช้หนี้ให้ เพราะอาชีพหมอเงินหลักแสนจ่ายได้สบาย
",(4) ลองกลับไปทบทวนดูว่า ก่อนจะทำการรักษาเราได้ให้ข้อมูลกับญาติดีพอแล้วหรือยัง และมีการบันทึกการรักษาไว้หรือไม่,True,True,True,Ethics
2024,88,ท่านคิดเห็นอย่างไรกับการที่หมอออกมาแถลงข่าวเรื่องเกี่ยวกับดารา:,"(1) ทำไม่ได้ เพราะหมอต้องรักษาความลับ
(2) ถ้าครอบครัวดาราอนุญาตก็ทำได้
(3) ถ้าดาราอนุญาตก็ทำได้
(4) ไม่ควรแถลงต่อสาธารณชน แต่สามารถเล่าให้คนอื่นฟังได้
(5) เป็นเรื่องธรรมดาสำหรับหมอในการสนใจข่าวสารบ้านเมือง
",(1) ทำไม่ได้ เพราะหมอต้องรักษาความลับ,True,True,True,Ethics
2024,89,การที่โรงพยาบาลแถลงข่าวของดาราที่ป่วยเป็นโรคมะเร็ง โรงพยาบาลควรทำหรือไม่ อย่างไร:,"(1) โรงพยาบาลควรทำ เพราะเป็นการให้ข้อมูลที่ถูกต้องแก่สังคม
(2) โรงพยาบาลควรทำ เพราะเป็นการลดความกังวลของดาราและครอบครัว
(3) ไม่ควรทำ เพราะถือว่าเป็นความลับผู้ป่วย
(4) ไม่ควรทำ เพราะอาจทำให้เกิดปัญหากันหน้าที่การงานของดารา
(5) ไม่ควรทำ เพราะต่อไปอาจต้องเป็นคนตอบคำถามเรื่องนี้ไปเรื่อย ๆ
",(3) ไม่ควรทำ เพราะถือว่าเป็นความลับผู้ป่วย,True,True,True,Ethics
2024,90,เมื่อมีผู้มีชื่อเสียงมารักษาที่โรงพยาบาล และแพทย์ที่ดูแลนั้นมักถูกถามเรื่องอาการของเธอ แพทย์ควรคิดอย่างไร:,"(1) แพทย์ต้องปกปิดความลับคนไข้มิใช่หรือ
(2) แพทย์มีสิทธิที่จะบอกความจริงมิใช่หรือ
(3) ข้อบังคับแพทย์สภาว่าด้วยเรื่องจริยธรรมทางการแพทย์กล่าวไว้อย่างไร
(4) ก็ควรบอกไป เรื่องจะได้สงบใช่หรือไม่
(5) บอกไปตามที่นักข่าวถาม เพราะคนทั่วไปมีสิทธิรู้มิใช่หรือ
",(1) แพทย์ต้องปกปิดความลับคนไข้มิใช่หรือ,True,True,True,Ethics
2024,91,ชายคนหนึ่งมาตรวจโรคเอดส์กับทางโรงพยาบาล เนื่องจากไม่แน่ใจว่าตนได้รับเชื้อหรือไม่ ผลตรวจปรากฏว่า ชายผู้นี้ไม่ได้เป็นโรคเอดส์ และกลับบ้านไป สามวันต่อมา ภรรยาทราบข่าวว่าสามีมาตรวจโรคเอดส์กับทางโรงพยาบาล จึงมาแอบถามกับหมอว่าสามีตนเองเป็นโรคเอดส์หรือเปล่า หากท่านเป็นแพทย์รายนี้ ท่านจะทำอย่างไร:,"(1) ตอบไปก็ไม่ได้เสียหายอะไร ไม่ได้เป็นอะไรอยู่แล้ว
(2) ตอบไปตามความจริง
(3) ให้ภรรยาโทรถามความยินยอมจากสามีก่อน จึงค่อยตอบ
(4) จะบอกโดยขอโทรไปถามสามีของเธอก่อนว่ายินยอมหรือไม่
(5) ไม่บอก เพราะเป็นความลับผู้ป่วย
",(5) ไม่บอก เพราะเป็นความลับผู้ป่วย,True,True,True,Ethics
2024,92,นายชาติหน้า อายุ 37 ปี สมรสแล้ว มีบุตร 2 คน มาตรวจเลือดไวรัส HIV ซึ่งผลตรวจออกมาว่าติดเชื้อ และได้ร้องขอให้แพทย์เก็บไว้เป็นความลับ ไม่บอกแม้แต่ภรรยาของเขา หากท่านเป็นแพทย์ผู้ดูแลรักษาจะปฏิบัติตนอย่างไร:,"(1) เป็นความลับผู้ป่วย ควรรับปากและปิดเป็นความลับมิใช่หรือ
(2) ต้องบอกภรรยาผู้ป่วยและคู่นอนของผู้ป่วยที่มีความเสี่ยงสูงจากการติดโรคทุกคน
(3) โน้มน้าวให้ผู้ป่วยเป็นผู้บอกผลตรวจกับภรรยาด้วยตนเอง
(4) หากภรรยานายชาติหน้าติดเชื้อ HIV ขึ้นมาจะเป็นความรับผิดชอบของใคร
(5) จรรยาบรรณทางการแพทย์กล่าวไว้อย่างไร
",(3) โน้มน้าวให้ผู้ป่วยเป็นผู้บอกผลตรวจกับภรรยาด้วยตนเอง,True,True,True,Ethics
2024,93,ท่านเป็นแพทย์เวรประจาหอผู้ป่วยได้รับโทรศัพท์จากมารดาของผู้ป่วยรายหนึ่งซึ่งมีภาวะวิกฤต สอบถามถึงอาการของผู้ป่วย ท่านจะมีแนวทางปฏิบัติตนอย่างไร:,"(1) ปฏิเสธที่จะให้ข้อมูลทางโทรศัพท์
(2) ให้ข้อมูลเบื้องต้นที่เร่งด่วน
(3) ขออนุญาตผู้ป่วยก่อน
(4) บอกข้อมูลทั้งหมดที่มารดาผู้ป่วยต้องการ
(5) ไม่พูดอะไรและวางสายทันที
",(2) ให้ข้อมูลเบื้องต้นที่เร่งด่วน,True,True,True,Ethics
2024,94,"นายดามีเชื้อ HIV แต่ไม่ยอมบอกนางสมที่เป็นภรรยา เพราะกลัวถูกทอดทิ้งเวลาเจ็บไข้ได้ป่วย อีกทั้งได้มีเพศสัมพันธ์กับนางสมโดยไม่ได้ป้องกัน หากนางสมมาถามคุณซึ่งเป็นแพทย์ว่านายดามีเชื้อเอดส์หรือไม่ และคุณเป็นแพทย์เจ้าของผู้ป่วยจะทำอย่างไร
(ก) บอก เพราะนางสมอาจติดเชื้อเอดส์ไปแล้ว จะได้รักษาตัวเอง
(ข) บอก เพราะนายดาคงไม่ยอมบอกเอง
(ค) ไม่บอก เพราะเป็นความลับของผู้ป่วย
(ง) ไม่บอก เพราะหากนายดาถูกทอดทิ้ง ใครจะรับผิดชอบ
คุณจะใช้ข้อใดบ้างในการตัดสินใจเรื่องนี้
","(1) ก. และ ค.
(2) ข. และ ค.
(3) ก. และ ง.
(4) ข. และ ง.
(5) ก. และ ข.
",(1) ก. และ ค.,True,True,True,Ethics
2024,95,คู่สามีภรรยาคนดังในวงการบันเทิงได้พาเด็กชายอายุ 7 ขวบมาตรวจ DNA เพื่อยืนยันว่าเป็นลูกของฝ่ายชายจริงหรือไม่ เนื่องจากหน้าตาของลูกชายไม่เหมือนตนเอง ผลการตรวจพบว่าเด็กชายผู้นั้นไม่ใช่ลูกของฝ่ายชายจริง ท่านจะทำอย่างไรต่อ?,"(1) บอกตามความจริงเพราะความจริงคือความจริงและทั้งสองก็ตัดสินใจที่จะมาตรวจอยู่แล้ว
(2) บอกตามความจริงแต่กับฝ่ายหญิงเท่านั้นเพื่อตัดสินใจว่าจะบอกฝ่ายชายหรือไม่
(3) บอกว่าทางโรงพยาบาลมีเหตุขัดข้อง ให้ไปตรวจโรงพยาบาลอื่น
(4) บอกไปว่าเด็กคนนั้นเป็นลูกของฝ่ายชายเพื่อช่วยไม่ให้เด็กคนหนึ่งต้องขาดพ่อ
(5) บอกฝ่ายชายไปว่าเมื่อเริ่มต้นด้วยความไม่เชื่อใจก็อย่าอยู่ด้วยกันเลยดีกว่า
",(1) บอกตามความจริงเพราะความจริงคือความจริงและทั้งสองก็ตัดสินใจที่จะมาตรวจอยู่แล้ว,True,True,True,Ethics
2024,96,คุณแม่พาลูกสาวอายุ 21 ปี มาพบแพทย์เนื่องจากประจำเดือนมาไม่ปกติ แพทย์ตรวจร่างกายพบว่าตั้งครรภ์ 3 เดือน เด็กขอร้องให้ปิดไม่ให้แม่ทราบ แพทย์ควรทำอย่างไร,"(1) ทำตามที่เด็กร้องขอ เพราะเป็นสิทธิส่วนบุคคล
(2) แจ้งผู้ปกครองให้ทราบตามจริง
(3) แจ้งให้เด็กทราบว่าสามารถทำแท้งได้ เพราะเข้าข่ายตามกฎหมายกำหนด
(4) แจ้งมูลนิธิปวีณาให้เข้าช่วยเหลือ
(5) ถามความจริงเพื่อเข้าช่วยเหลือ
",(1) ทำตามที่เด็กร้องขอ เพราะเป็นสิทธิส่วนบุคคล,True,True,True,Ethics
2024,97,นักการเมืองคนหนึ่งมีประวัติการศึกษาและการทำงานที่ดี แต่อดีตเคยบังคับให้ผู้หญิงไปทำแท้ง นักข่าวจึงไปสอบถามหัวหน้าของเขา ถ้าท่านเป็นหัวหน้า ท่านควรทำอย่างไร,"(1) ควรปกปิดความลับของลูกน้อง
(2) เรื่องของนักการเมือง เป็นตัวแทนของประชาชนทุกคนควรรู้
(3) พูดไปจะมีประโยชน์หรือไม่
(4) นักข่าวไม่ควรมาถาม ไล่นักข่าวออกไป
(5) ตอบนักข่าวไปแบบมีนัย ๆ
",(2) เรื่องของนักการเมือง เป็นตัวแทนของประชาชนทุกคนควรรู้,True,True,True,Ethics
